,stop_id,direction_id,destination,headway_time_sec,stop_name,stop_desc,line
0,70001,0,Forest Hills,547.0,Forest Hills,Forest Hills - Orange Line,orange
1,70001,1,Oak Grove,593.277429672548,Forest Hills,Forest Hills - Orange Line,orange
2,70002,0,Forest Hills,589.6464889786827,Green Street,Green Street - Orange Line - Forest Hills,orange
3,70003,1,Oak Grove,588.7292684194118,Green Street,Green Street - Orange Line - Oak Grove,orange
4,70004,0,Forest Hills,590.2579267503559,Stony Brook,Stony Brook - Orange Line - Forest Hills,orange
5,70005,1,Oak Grove,590.0411755623038,Stony Brook,Stony Brook - Orange Line - Oak Grove,orange
6,70006,0,Forest Hills,591.1452454780361,Jackson Square,Jackson Square - Orange Line - Forest Hills,orange
7,70007,1,Oak Grove,589.3324608673338,Jackson Square,Jackson Square - Orange Line - Oak Grove,orange
8,70008,0,Forest Hills,591.4886548439557,Roxbury Crossing,Roxbury Crossing - Orange Line - Forest Hills,orange
9,70009,1,Oak Grove,589.3798189139969,Roxbury Crossing,Roxbury Crossing - Orange Line - Oak Grove,orange
10,70010,0,Forest Hills,588.2065515990256,Ruggles,Ruggles - Orange Line - Forest Hills,orange
11,70011,1,Oak Grove,588.7363454021806,Ruggles,Ruggles - Orange Line - Oak Grove,orange
12,70012,0,Forest Hills,585.9597956060488,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Forest Hills,orange
13,70013,1,Oak Grove,588.4667420872651,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Oak Grove,orange
14,70014,0,Forest Hills,581.0800305882973,Back Bay,Back Bay - Orange Line - Forest Hills,orange
15,70015,1,Oak Grove,583.5514336542486,Back Bay,Back Bay - Orange Line - Oak Grove,orange
16,70016,0,Forest Hills,579.1158025540016,Tufts Medical Center,Tufts Medical Center - Orange Line - Forest Hills,orange
17,70017,1,Oak Grove,583.2624542124543,Tufts Medical Center,Tufts Medical Center - Orange Line - Oak Grove,orange
18,70018,0,Forest Hills,579.3113626745662,Chinatown,Chinatown - Orange Line - Forest Hills,orange
19,70019,1,Oak Grove,585.0569272435645,Chinatown,Chinatown - Orange Line - Oak Grove,orange
20,70020,0,Forest Hills,579.0687248889828,Downtown Crossing,Downtown Crossing - Orange Line - Forest Hills,orange
21,70021,1,Oak Grove,580.9343206356749,Downtown Crossing,Downtown Crossing - Orange Line - Oak Grove,orange
22,70022,0,Forest Hills,581.8882152230971,State,State - Orange Line - Forest Hills,orange
23,70023,1,Oak Grove,578.8893649660134,State,State - Orange Line - Oak Grove,orange
24,70024,0,Forest Hills,584.533015356621,Haymarket,Haymarket - Orange Line - Forest Hills,orange
25,70025,1,Oak Grove,581.5271897860978,Haymarket,Haymarket - Orange Line - Oak Grove,orange
26,70026,0,Forest Hills,581.6278156102671,North Station,North Station - Orange Line - Forest Hills,orange
27,70027,1,Oak Grove,578.9604340346698,North Station,North Station - Orange Line - Oak Grove,orange
28,70028,0,Forest Hills,585.5814445763849,Community College,Community College - Orange Line - Forest Hills,orange
29,70029,1,Oak Grove,579.0368128964059,Community College,Community College - Orange Line - Oak Grove,orange
30,70030,0,Forest Hills,586.0415699024617,Sullivan Square,Sullivan Square - Orange Line - Forest Hills,orange
31,70031,1,Oak Grove,582.8296323356731,Sullivan Square,Sullivan Square - Orange Line - Oak Grove,orange
32,70032,0,Forest Hills,591.3922620582925,Wellington,Wellington - Orange Line - Forest Hills,orange
33,70033,1,Oak Grove,590.7919279710635,Wellington,Wellington - Orange Line - Oak Grove,orange
34,70034,0,Forest Hills,592.0007297557925,Malden Center,Malden Center - Orange Line - Forest Hills,orange
35,70035,1,Oak Grove,588.3032703583062,Malden Center,Malden Center - Orange Line - Oak Grove,orange
36,70036,0,Forest Hills,607.5928425467843,Oak Grove,Oak Grove - Orange Line,orange
37,70036,1,Oak Grove,1097.1030405405406,Oak Grove,Oak Grove - Orange Line,orange
38,70038,1,Wonderland,494.0627611566104,Bowdoin,Bowdoin - Blue Line - Wonderland,blue
39,70039,0,Bowdoin,491.87348513439844,Government Center,Government Center - Blue Line - Bowdoin,blue
40,70040,1,Wonderland,497.33422482239865,Government Center,Government Center - Blue Line - Wonderland,blue
41,70041,0,Bowdoin,492.3326844583987,State,State - Blue Line - Bowdoin,blue
42,70042,1,Wonderland,496.947064224012,State,State - Blue Line - Wonderland,blue
43,70043,0,Bowdoin,490.9370399799264,Aquarium,Aquarium - Blue Line - Bowdoin,blue
44,70044,1,Wonderland,496.36753170894525,Aquarium,Aquarium - Blue Line - Wonderland,blue
45,70045,0,Bowdoin,490.90533757215763,Maverick,Maverick - Blue Line - Bowdoin,blue
46,70046,1,Wonderland,494.814919203307,Maverick,Maverick - Blue Line - Wonderland,blue
47,70047,0,Bowdoin,490.807067373961,Airport,Airport - Blue Line - Bowdoin,blue
48,70048,1,Wonderland,494.0415065976282,Airport,Airport - Blue Line - Wonderland,blue
49,70049,0,Bowdoin,492.1603990790484,Wood Island,Wood Island - Blue Line - Bowdoin,blue
50,70050,1,Wonderland,495.05155735928605,Wood Island,Wood Island - Blue Line - Wonderland,blue
51,70051,0,Bowdoin,489.3908534581896,Orient Heights,Orient Heights - Blue Line - Bowdoin,blue
52,70052,1,Wonderland,490.2002843250371,Orient Heights,Orient Heights - Blue Line - Wonderland,blue
53,70053,0,Bowdoin,492.020375424488,Suffolk Downs,Suffolk Downs - Blue Line - Bowdoin,blue
54,70054,1,Wonderland,489.6700178868809,Suffolk Downs,Suffolk Downs - Blue Line - Wonderland,blue
55,70055,0,Bowdoin,492.35739546494693,Beachmont,Beachmont - Blue Line - Bowdoin,blue
56,70056,1,Wonderland,488.7850753634513,Beachmont,Beachmont - Blue Line - Wonderland,blue
57,70057,0,Bowdoin,492.10839116983027,Revere Beach,Revere Beach - Blue Line - Bowdoin,blue
58,70058,1,Wonderland,488.2300442432349,Revere Beach,Revere Beach - Blue Line - Wonderland,blue
59,70059,0,Bowdoin,494.02141583639224,Wonderland,Wonderland - Blue Line - Bowdoin,blue
60,70060,1,Wonderland,665.5,Wonderland,Wonderland - Blue Line - Exit Only,blue
61,70061,0,Ashmont,820.5640456862375,Alewife,Alewife - Red Line,red
62,70061,0,Braintree,841.0529966703663,Alewife,Alewife - Red Line,red
63,70061,0,Southbound,432.1567946783955,Alewife,Alewife - Red Line,red
64,70061,1,Alewife,850.4236983842011,Alewife,Alewife - Red Line,red
65,70063,0,Ashmont,813.8708175469028,Davis,Davis - Red Line - Ashmont/Braintree,red
66,70063,0,Braintree,818.1003102769789,Davis,Davis - Red Line - Ashmont/Braintree,red
67,70063,0,Southbound,425.57039576524085,Davis,Davis - Red Line - Ashmont/Braintree,red
68,70064,1,Alewife,425.01205335619005,Davis,Davis - Red Line - Alewife,red
69,70065,0,Ashmont,805.1361439062936,Porter,Porter - Red Line - Ashmont/Braintree,red
70,70065,0,Braintree,812.6558704453441,Porter,Porter - Red Line - Ashmont/Braintree,red
71,70065,0,Southbound,425.8342883499796,Porter,Porter - Red Line - Ashmont/Braintree,red
72,70066,1,Alewife,424.9629722113224,Porter,Porter - Red Line - Alewife,red
73,70067,0,Ashmont,814.9652103194326,Harvard,Harvard - Red Line - Ashmont/Braintree,red
74,70067,0,Braintree,818.1389984373837,Harvard,Harvard - Red Line - Ashmont/Braintree,red
75,70067,0,Southbound,423.9146522739338,Harvard,Harvard - Red Line - Ashmont/Braintree,red
76,70068,1,Alewife,424.045852964708,Harvard,Harvard - Red Line - Alewife,red
77,70069,0,Ashmont,828.0137537590659,Central,Central - Red Line - Ashmont/Braintree,red
78,70069,0,Braintree,827.3206817269443,Central,Central - Red Line - Ashmont/Braintree,red
79,70069,0,Southbound,429.0582791134616,Central,Central - Red Line - Ashmont/Braintree,red
80,70070,1,Alewife,429.0024209701298,Central,Central - Red Line - Alewife,red
81,70071,0,Ashmont,826.9582026244864,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,red
82,70071,0,Braintree,826.0566085972024,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,red
83,70071,0,Southbound,428.4807188515142,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,red
84,70072,1,Alewife,427.27194968991705,Kendall/MIT,Kendall/MIT - Red Line - Alewife,red
85,70073,0,Ashmont,828.5748647816719,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,red
86,70073,0,Braintree,827.8730918452445,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,red
87,70073,0,Southbound,429.42508456934684,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,red
88,70074,1,Alewife,428.26852734679727,Charles/MGH,Charles/MGH - Red Line - Alewife,red
89,70075,0,Ashmont,827.6400670134909,Park Street,Park Street - Red Line - Ashmont/Braintree,red
90,70075,0,Braintree,828.2078321982322,Park Street,Park Street - Red Line - Ashmont/Braintree,red
91,70075,0,Southbound,428.6494448891518,Park Street,Park Street - Red Line - Ashmont/Braintree,red
92,70076,1,Alewife,428.2229580956674,Park Street,Park Street - Red Line - Alewife,red
93,70077,0,Ashmont,830.3839629240994,Downtown Crossing,Downtown Crossing - Red Line - Ashmont/Braintree,red
94,70077,0,Braintree,830.1221214738055,Downtown Crossing,Downtown Crossing - Red Line - Ashmont/Braintree,red
95,70077,0,Southbound,429.65321744539676,Downtown Crossing,Downtown Crossing - Red Line - Ashmont/Braintree,red
96,70078,1,Alewife,429.14801772708535,Downtown Crossing,Downtown Crossing - Red Line - Alewife,red
97,70079,0,Ashmont,830.3735292831212,South Station,South Station - Red Line - Ashmont/Braintree,red
98,70079,0,Braintree,830.3762244309997,South Station,South Station - Red Line - Ashmont/Braintree,red
99,70079,0,Southbound,429.63090091647933,South Station,South Station - Red Line - Ashmont/Braintree,red
100,70080,1,Alewife,429.0132079350396,South Station,South Station - Red Line - Alewife,red
101,70081,0,Ashmont,831.2460390205578,Broadway,Broadway - Red Line - Ashmont/Braintree,red
102,70081,0,Braintree,830.7743340532758,Broadway,Broadway - Red Line - Ashmont/Braintree,red
103,70081,0,Southbound,424.13183504865924,Broadway,Broadway - Red Line - Ashmont/Braintree,red
104,70082,1,Alewife,423.2883161809219,Broadway,Broadway - Red Line - Alewife,red
105,70083,0,Ashmont,830.1362443122156,Andrew,Andrew - Red Line - Ashmont/Braintree,red
106,70083,0,Braintree,829.8515743756786,Andrew,Andrew - Red Line - Ashmont/Braintree,red
107,70083,0,Southbound,423.66913680926126,Andrew,Andrew - Red Line - Ashmont/Braintree,red
108,70084,1,Alewife,423.4011401192579,Andrew,Andrew - Red Line - Alewife,red
109,70085,0,Ashmont,841.9489977163156,JFK/UMass,JFK/UMass - Red Line - Ashmont,red
110,70086,1,Alewife,840.4964445708597,JFK/UMass,JFK/UMass - Red Line - Alewife (from Ashmont),red
111,70087,0,Ashmont,841.2034877613195,Savin Hill,Savin Hill - Red Line - Ashmont,red
112,70088,1,Alewife,838.2258520279817,Savin Hill,Savin Hill - Red Line - Alewife,red
113,70089,0,Ashmont,840.0699761604263,Fields Corner,Fields Corner - Red Line - Ashmont,red
114,70090,1,Alewife,839.2690118986033,Fields Corner,Fields Corner - Red Line - Alewife,red
115,70091,0,Ashmont,840.3205731544567,Shawmut,Shawmut - Red Line - Ashmont,red
116,70092,1,Alewife,839.30678282514,Shawmut,Shawmut - Red Line - Alewife,red
117,70093,0,Ashmont,943.5454545454545,Ashmont,Ashmont - Red Line - Exit Only,red
118,70094,1,Alewife,845.4569260890847,Ashmont,Ashmont - Red Line - Alewife,red
119,70095,0,Braintree,827.1768460084858,JFK/UMass,JFK/UMass - Red Line - Braintree,red
120,70096,1,Alewife,827.5474714748556,JFK/UMass,JFK/UMass - Red Line - Alewife (from Braintree),red
121,70097,0,Braintree,829.109216305243,North Quincy,North Quincy - Red Line - Braintree,red
122,70098,1,Alewife,825.2051622569551,North Quincy,North Quincy - Red Line - Alewife,red
123,70099,0,Braintree,828.0062247759764,Wollaston,Wollaston - Red Line - Braintree,red
124,70100,1,Alewife,825.0831410343424,Wollaston,Wollaston - Red Line - Alewife,red
125,70101,0,Braintree,828.4825440246196,Quincy Center,Quincy Center - Red Line - Braintree,red
126,70102,1,Alewife,825.753483168921,Quincy Center,Quincy Center - Red Line - Alewife,red
127,70103,0,Braintree,828.1845042454122,Quincy Adams,Quincy Adams - Red Line - Braintree,red
128,70104,1,Alewife,825.9532726160538,Quincy Adams,Quincy Adams - Red Line - Alewife,red
129,70105,0,Braintree,1397.0460251046024,Braintree,Braintree - Red Line,red
130,70105,1,Alewife,845.3717867231638,Braintree,Braintree - Red Line,red
131,70106,1,Government Center,373.0,Boston College,Boston College - Green Line - Park Street & North,green
132,70106,1,Park St,547.2289039767217,Boston College,Boston College - Green Line - Park Street & North,green
133,70110,1,Park St,549.7940135480393,South Street,South Street - Green Line - Park Street & North,green
134,70111,0,Boston College,536.644644532821,South Street,South Street - Green Line - (B) Boston College,green
135,70112,1,North Station,268.75,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,green
136,70112,1,Park St,554.7538253309169,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,green
137,70113,0,Boston College,555.7395020095163,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - (B) Boston College,green
138,70114,1,Government Center,459.0,Chiswick Road,Chiswick Road - Green Line - Park Street & North,green
139,70114,1,Park St,554.286561898653,Chiswick Road,Chiswick Road - Green Line - Park Street & North,green
140,70115,0,Boston College,555.1513045090134,Chiswick Road,Chiswick Road - Green Line - (B) Boston College,green
141,70116,1,Park St,553.2500057214784,Sutherland Road,Sutherland Road - Green Line - Park Street & North,green
142,70117,0,Boston College,551.0827679152337,Sutherland Road,Sutherland Road - Green Line - (B) Boston College,green
143,70120,1,Government Center,551.0,Washington Street,Washington Street - Green Line - Park Street & North,green
144,70120,1,Park St,552.4699949686685,Washington Street,Washington Street - Green Line - Park Street & North,green
145,70121,0,Boston College,550.4250765235136,Washington Street,Washington Street - Green Line - (B) Boston College,green
146,70124,1,Government Center,558.6666666666666,Warren Street,Warren Street - Green Line - Park Street & North,green
147,70124,1,Park St,551.5674694669558,Warren Street,Warren Street - Green Line - Park Street & North,green
148,70125,0,Boston College,551.2900905082386,Warren Street,Warren Street - Green Line - (B) Boston College,green
149,70126,1,Government Center,570.0,Allston Street,Allston Street - Green Line - Park Street & North,green
150,70126,1,Park St,551.7995515592468,Allston Street,Allston Street - Green Line - Park Street & North,green
151,70127,0,Boston College,552.1991101223582,Allston Street,Allston Street - Green Line - (B) Boston College,green
152,70128,1,Park St,551.7391662471972,Griggs Street,Griggs Street - Green Line - Park Street & North,green
153,70129,0,Boston College,551.8485689184815,Griggs Street,Griggs Street - Green Line - (B) Boston College,green
154,70130,1,Government Center,759.0,Harvard Avenue,Harvard Avenue - Green Line - Park Street & North,green
155,70130,1,Park St,551.6001416236466,Harvard Avenue,Harvard Avenue - Green Line - Park Street & North,green
156,70131,0,Boston College,552.2035081232234,Harvard Avenue,Harvard Avenue - Green Line - (B) Boston College,green
157,70134,1,Lechmere,7.5,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green
158,70134,1,Park St,551.2946732063419,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green
159,70135,0,Boston College,552.6979104063612,Packard's Corner,Packard's Corner - Green Line - (B) Boston College,green
160,70144,1,Government Center,546.0,Boston University Central,Boston University Central - Green Line - Park Street & North,green
161,70144,1,Park St,552.119892436362,Boston University Central,Boston University Central - Green Line - Park Street & North,green
162,70145,0,Boston College,543.6835645437347,Boston University Central,Boston University Central - Green Line - (B) Boston College,green
163,70146,1,Park St,551.983114574788,Boston University East,Boston University East - Green Line - Park Street & North,green
164,70147,0,Boston College,543.6861382799325,Boston University East,Boston University East - Green Line - (B) Boston College,green
165,70148,1,Government Center,232.25,Blandford Street,Blandford Street - Green Line - Park Street & North,green
166,70148,1,North Station,1553.0,Blandford Street,Blandford Street - Green Line - Park Street & North,green
167,70148,1,Park St,551.0166424154238,Blandford Street,Blandford Street - Green Line - Park Street & North,green
168,70149,0,Boston College,539.2472432843499,Blandford Street,Blandford Street - Green Line - (B) Boston College,green
169,70150,1,Government Center,275.35305888381856,Kenmore,Kenmore - Green Line - Park Street & North,green
170,70150,1,Lechmere,140.5,Kenmore,Kenmore - Green Line - Park Street & North,green
