Unnamed: 0,stop_id,direction_id,destination,headway_time_sec,stop_name
0,70001,0,Forest Hills,547.0,
1,70001,1,Oak Grove,593.277429672548,
2,70002,0,Forest Hills,589.6464889786827,Green Street
3,70003,1,Oak Grove,588.7292684194118,Green Street
4,70004,0,Forest Hills,590.2579267503559,Stony Brook
5,70005,1,Oak Grove,590.0411755623038,Stony Brook
6,70006,0,Forest Hills,591.1452454780361,Jackson Square
7,70007,1,Oak Grove,589.3324608673338,Jackson Square
8,70008,0,Forest Hills,591.4886548439557,Roxbury Crossing
9,70009,1,Oak Grove,589.3798189139969,Roxbury Crossing
10,70010,0,Forest Hills,588.2065515990256,Ruggles
11,70011,1,Oak Grove,588.7363454021806,Ruggles
12,70012,0,Forest Hills,585.9597956060488,Massachusetts Avenue
13,70013,1,Oak Grove,588.4667420872651,Massachusetts Avenue
14,70014,0,Forest Hills,581.0800305882973,Back Bay
15,70015,1,Oak Grove,583.5514336542486,Back Bay
16,70016,0,Forest Hills,579.1158025540016,Tufts Medical Center
17,70017,1,Oak Grove,583.2624542124543,Tufts Medical Center
18,70018,0,Forest Hills,579.3113626745662,Chinatown
19,70019,1,Oak Grove,585.0569272435645,Chinatown
20,70020,0,Forest Hills,579.0687248889828,Downtown Crossing
21,70021,1,Oak Grove,580.9343206356749,Downtown Crossing
22,70022,0,Forest Hills,581.8882152230971,State
23,70023,1,Oak Grove,578.8893649660134,State
24,70024,0,Forest Hills,584.533015356621,Haymarket
25,70025,1,Oak Grove,581.5271897860978,Haymarket
26,70026,0,Forest Hills,581.6278156102671,North Station
27,70027,1,Oak Grove,578.9604340346698,North Station
28,70028,0,Forest Hills,585.5814445763849,Community College
29,70029,1,Oak Grove,579.0368128964059,Community College
30,70030,0,Forest Hills,586.0415699024617,Sullivan Square
31,70031,1,Oak Grove,582.8296323356731,Sullivan Square
32,70032,0,Forest Hills,591.3922620582925,Wellington
33,70033,1,Oak Grove,590.7919279710635,Wellington
34,70034,0,Forest Hills,592.0007297557925,Malden Center
35,70035,1,Oak Grove,588.3032703583062,Malden Center
36,70036,0,Forest Hills,607.5928425467843,
37,70036,1,Oak Grove,1097.1030405405406,
38,70038,1,Wonderland,494.0627611566104,
39,70039,0,Bowdoin,491.8734851343984,Government Center
40,70040,1,Wonderland,497.33422482239865,Government Center
41,70041,0,Bowdoin,492.3326844583987,State
42,70042,1,Wonderland,496.947064224012,State
43,70043,0,Bowdoin,490.9370399799264,Aquarium
44,70044,1,Wonderland,496.3675317089453,Aquarium
45,70045,0,Bowdoin,490.9053375721576,Maverick
46,70046,1,Wonderland,494.814919203307,Maverick
47,70047,0,Bowdoin,490.807067373961,Airport
48,70048,1,Wonderland,494.0415065976282,Airport
49,70049,0,Bowdoin,492.1603990790484,Wood Island
50,70050,1,Wonderland,495.0515573592861,Wood Island
51,70051,0,Bowdoin,489.3908534581896,Orient Heights
52,70052,1,Wonderland,490.2002843250371,Orient Heights
53,70053,0,Bowdoin,492.020375424488,Suffolk Downs
54,70054,1,Wonderland,489.6700178868809,Suffolk Downs
55,70055,0,Bowdoin,492.3573954649469,Beachmont
56,70056,1,Wonderland,488.7850753634513,Beachmont
57,70057,0,Bowdoin,492.1083911698303,Revere Beach
58,70058,1,Wonderland,488.2300442432349,Revere Beach
59,70059,0,Bowdoin,494.0214158363922,
60,70060,1,Wonderland,665.5,
61,70061,0,Ashmont,820.5640456862375,Alewife
62,70061,0,Braintree,841.0529966703663,Alewife
63,70061,0,Southbound,432.1567946783955,Alewife
64,70061,1,Alewife,850.4236983842011,Alewife
65,70063,0,Ashmont,813.8708175469028,Davis
66,70063,0,Braintree,818.1003102769789,Davis
67,70063,0,Southbound,425.5703957652409,Davis
68,70064,1,Alewife,425.0120533561901,Davis
69,70065,0,Ashmont,805.1361439062936,Porter
70,70065,0,Braintree,812.6558704453441,Porter
71,70065,0,Southbound,425.8342883499796,Porter
72,70066,1,Alewife,424.9629722113224,Porter
73,70067,0,Ashmont,814.9652103194326,Harvard
74,70067,0,Braintree,818.1389984373837,Harvard
75,70067,0,Southbound,423.9146522739338,Harvard
76,70068,1,Alewife,424.045852964708,Harvard
77,70069,0,Ashmont,828.0137537590659,Central
78,70069,0,Braintree,827.3206817269443,Central
79,70069,0,Southbound,429.0582791134616,Central
80,70070,1,Alewife,429.0024209701298,Central
81,70071,0,Ashmont,826.9582026244864,Kendall/MIT
82,70071,0,Braintree,826.0566085972024,Kendall/MIT
83,70071,0,Southbound,428.4807188515142,Kendall/MIT
84,70072,1,Alewife,427.27194968991705,Kendall/MIT
85,70073,0,Ashmont,828.5748647816719,Charles/MGH
86,70073,0,Braintree,827.8730918452445,Charles/MGH
87,70073,0,Southbound,429.4250845693469,Charles/MGH
88,70074,1,Alewife,428.26852734679727,Charles/MGH
89,70075,0,Ashmont,827.6400670134909,Park Street
90,70075,0,Braintree,828.2078321982322,Park Street
91,70075,0,Southbound,428.6494448891518,Park Street
92,70076,1,Alewife,428.2229580956674,Park Street
93,70077,0,Ashmont,830.3839629240994,Downtown Crossing
94,70077,0,Braintree,830.1221214738055,Downtown Crossing
95,70077,0,Southbound,429.6532174453968,Downtown Crossing
96,70078,1,Alewife,429.14801772708535,Downtown Crossing
97,70079,0,Ashmont,830.3735292831212,South Station
98,70079,0,Braintree,830.3762244309997,South Station
99,70079,0,Southbound,429.6309009164793,South Station
100,70080,1,Alewife,429.0132079350396,South Station
101,70081,0,Ashmont,831.2460390205578,Broadway
102,70081,0,Braintree,830.7743340532758,Broadway
103,70081,0,Southbound,424.1318350486592,Broadway
104,70082,1,Alewife,423.2883161809219,Broadway
105,70083,0,Ashmont,830.1362443122156,Andrew
106,70083,0,Braintree,829.8515743756786,Andrew
107,70083,0,Southbound,423.66913680926126,Andrew
108,70084,1,Alewife,423.4011401192579,Andrew
109,70085,0,Ashmont,841.9489977163156,JFK/UMass
110,70086,1,Alewife,840.4964445708597,JFK/UMass
111,70087,0,Ashmont,841.2034877613195,Savin Hill
112,70088,1,Alewife,838.2258520279817,Savin Hill
113,70089,0,Ashmont,840.0699761604263,Fields Corner
114,70090,1,Alewife,839.2690118986033,Fields Corner
115,70091,0,Ashmont,840.3205731544567,Shawmut
116,70092,1,Alewife,839.30678282514,Shawmut
117,70093,0,Ashmont,943.5454545454544,
118,70094,1,Alewife,845.4569260890847,
119,70095,0,Braintree,827.1768460084858,JFK/UMass
120,70096,1,Alewife,827.5474714748556,JFK/UMass
121,70097,0,Braintree,829.109216305243,North Quincy
122,70098,1,Alewife,825.2051622569551,North Quincy
123,70099,0,Braintree,828.0062247759764,Wollaston
124,70100,1,Alewife,825.0831410343424,Wollaston
125,70101,0,Braintree,828.4825440246196,Quincy Center
126,70102,1,Alewife,825.753483168921,Quincy Center
127,70103,0,Braintree,828.1845042454122,Quincy Adams
128,70104,1,Alewife,825.9532726160538,Quincy Adams
129,70105,0,Braintree,1397.0460251046024,
130,70105,1,Alewife,845.3717867231638,
131,70106,1,Government Center,373.0,
132,70106,1,Park St,547.2289039767217,
133,70110,1,Park St,549.7940135480393,South Street
134,70111,0,Boston College,536.644644532821,South Street
135,70112,1,North Station,268.75,Chestnut Hill Avenue
136,70112,1,Park St,554.7538253309169,Chestnut Hill Avenue
137,70113,0,Boston College,555.7395020095163,Chestnut Hill Avenue
138,70114,1,Government Center,459.0,Chiswick Road
139,70114,1,Park St,554.286561898653,Chiswick Road
140,70115,0,Boston College,555.1513045090134,Chiswick Road
141,70116,1,Park St,553.2500057214784,Sutherland Road
142,70117,0,Boston College,551.0827679152337,Sutherland Road
143,70120,1,Government Center,551.0,Washington Street
144,70120,1,Park St,552.4699949686685,Washington Street
145,70121,0,Boston College,550.4250765235136,Washington Street
146,70124,1,Government Center,558.6666666666666,Warren Street
147,70124,1,Park St,551.5674694669558,Warren Street
148,70125,0,Boston College,551.2900905082386,Warren Street
149,70126,1,Government Center,570.0,Allston Street
150,70126,1,Park St,551.7995515592468,Allston Street
151,70127,0,Boston College,552.1991101223582,Allston Street
152,70128,1,Park St,551.7391662471972,Griggs Street
153,70129,0,Boston College,551.8485689184815,Griggs Street
154,70130,1,Government Center,759.0,Harvard Avenue
155,70130,1,Park St,551.6001416236466,Harvard Avenue
156,70131,0,Boston College,552.2035081232234,Harvard Avenue
157,70134,1,Lechmere,7.5,Packard's Corner
158,70134,1,Park St,551.2946732063419,Packard's Corner
159,70135,0,Boston College,552.6979104063612,Packard's Corner
160,70144,1,Government Center,546.0,Boston University Central
161,70144,1,Park St,552.119892436362,Boston University Central
162,70145,0,Boston College,543.6835645437347,Boston University Central
163,70146,1,Park St,551.983114574788,Boston University East
164,70147,0,Boston College,543.6861382799325,Boston University East
165,70148,1,Government Center,232.25,Blandford Street
166,70148,1,North Station,1553.0,Blandford Street
167,70148,1,Park St,551.0166424154238,Blandford Street
168,70149,0,Boston College,539.2472432843499,Blandford Street
169,70150,1,Government Center,275.35305888381856,Kenmore
170,70150,1,Lechmere,140.5,Kenmore
171,70150,1,North Station,306.6095097200712,Kenmore
172,70150,1,Park St,371.0,Kenmore
173,70151,0,Cleveland Circle,534.8461918337111,Kenmore
174,70151,0,Riverside,544.6680704625306,Kenmore
175,70152,1,Government Center,188.5895111371058,Hynes Convention Center
176,70152,1,Lechmere,162.2,Hynes Convention Center
177,70152,1,North Station,199.16879133957383,Hynes Convention Center
178,70152,1,Park St,196.0570202329859,Hynes Convention Center
179,70153,0,Boston College,547.3281932724541,Hynes Convention Center
180,70153,0,Cleveland Circle,549.3943720447469,Hynes Convention Center
181,70153,0,Riverside,564.3679140888286,Hynes Convention Center
182,70154,1,Government Center,146.03679882165216,Copley
183,70154,1,Lechmere,159.56967866634452,Copley
184,70154,1,North Station,150.55194760268444,Copley
185,70154,1,Park St,148.5621277655744,Copley
186,70155,0,Boston College,547.5773137961706,Copley
187,70155,0,Cleveland Circle,553.6132915567282,Copley
188,70155,0,Heath St,587.7645617580197,Copley
189,70155,0,Riverside,570.0292184451063,Copley
190,70156,1,Government Center,146.3541890966037,Arlington
191,70156,1,Lechmere,159.64672941737163,Arlington
192,70156,1,North Station,149.7916889022947,Arlington
193,70156,1,Park St,147.92697086062796,Arlington
194,70157,0,Boston College,547.8630415004549,Arlington
195,70157,0,Cleveland Circle,552.4694179546202,Arlington
196,70157,0,Heath St,587.7318835107856,Arlington
197,70157,0,Riverside,573.3559710034338,Arlington
198,70158,1,Government Center,148.18185156173504,Boylston
199,70158,1,Lechmere,156.7467031659129,Boylston
200,70158,1,North Station,150.21667324800816,Boylston
201,70158,1,Park St,148.47123788874586,Boylston
202,70159,0,Boston College,546.7383038210625,Boylston
203,70159,0,Cleveland Circle,554.8411584647987,Boylston
204,70159,0,Heath St,587.4429315178214,Boylston
205,70159,0,Riverside,572.7101544861875,Boylston
206,70160,1,Government Center,585.9694414505801,
207,70162,1,Government Center,572.8071301700077,Woodland
208,70162,1,Lechmere,630.0,Woodland
209,70163,0,Riverside,571.822144391042,Woodland
210,70164,1,Government Center,571.4756897818542,Waban
211,70165,0,Riverside,578.2493523316062,Waban
212,70166,1,Government Center,571.898955587102,Eliot
213,70166,1,Park St,459.0,Eliot
214,70167,0,Riverside,580.0309128253126,Eliot
215,70168,1,Government Center,572.8980817474596,Newton Highlands
216,70169,0,Riverside,578.8351183323755,Newton Highlands
217,70170,1,Government Center,573.7689859830787,Newton Centre
218,70170,1,North Station,404.0,Newton Centre
219,70171,0,Riverside,579.8237864956425,Newton Centre
220,70172,1,Government Center,575.1920447640267,Chestnut Hill
221,70172,1,North Station,365.0,Chestnut Hill
222,70173,0,Riverside,568.6033143843265,Chestnut Hill
223,70174,1,Government Center,577.9787348242811,Reservoir
224,70174,1,North Station,333.625,Reservoir
225,70174,1,Park St,334.0,Reservoir
226,70175,0,Riverside,583.8119360291249,Reservoir
227,70176,1,Government Center,533.027654654076,Beaconsfield
228,70176,1,North Station,216.5,Beaconsfield
229,70177,0,Riverside,562.5179490970015,Beaconsfield
230,70178,1,Government Center,508.1399501190341,Brookline Hills
231,70179,0,Riverside,553.9520043965439,Brookline Hills
232,70180,1,Government Center,512.0051333303048,Brookline Village
233,70181,0,Riverside,552.8731713185756,Brookline Village
234,70182,1,Government Center,502.0974553571429,Longwood
235,70182,1,North Station,207.5,Longwood
236,70183,0,Riverside,549.0883404864092,Longwood
237,70186,1,Government Center,504.0455526576131,Fenway
238,70186,1,Lechmere,590.0,Fenway
