Unnamed: 0,stop_id,direction_id,destination,headway_time_sec,stop_name
0,70001,0,Forest Hills,1056.1379310344828,
1,70001,1,Oak Grove,512.2139113752281,
2,70002,0,Forest Hills,519.7183603951403,Green Street
3,70003,1,Oak Grove,514.1178365780094,Green Street
4,70004,0,Forest Hills,519.0194278443046,Stony Brook
5,70005,1,Oak Grove,516.5781483663388,Stony Brook
6,70006,0,Forest Hills,515.5577563021379,Jackson Square
7,70007,1,Oak Grove,518.8814934337322,Jackson Square
8,70008,0,Forest Hills,513.6338483813316,Roxbury Crossing
9,70009,1,Oak Grove,518.7866597979707,Roxbury Crossing
10,70010,0,Forest Hills,512.7407181019651,Ruggles
11,70011,1,Oak Grove,517.8109693075091,Ruggles
12,70012,0,Forest Hills,518.6810078123261,Massachusetts Avenue
13,70013,1,Oak Grove,523.4476666153271,Massachusetts Avenue
14,70014,0,Forest Hills,518.8030329983101,Back Bay
15,70015,1,Oak Grove,523.974802940395,Back Bay
16,70016,0,Forest Hills,525.9376592566558,Tufts Medical Center
17,70017,1,Oak Grove,529.8216380621334,Tufts Medical Center
18,70018,0,Forest Hills,526.2449194574903,Chinatown
19,70019,1,Oak Grove,530.1968404560885,Chinatown
20,70020,0,Forest Hills,526.2877622147695,Downtown Crossing
21,70021,1,Oak Grove,526.154596434572,Downtown Crossing
22,70022,0,Forest Hills,529.6562452407371,State
23,70023,1,Oak Grove,526.0230493351994,State
24,70024,0,Forest Hills,529.6379750147165,Haymarket
25,70025,1,Oak Grove,525.8578357475258,Haymarket
26,70026,0,Forest Hills,529.6304366774166,North Station
27,70027,1,Oak Grove,525.8164971009736,North Station
28,70028,0,Forest Hills,528.1073184589497,Community College
29,70029,1,Oak Grove,525.4743786101873,Community College
30,70030,0,Forest Hills,522.3999559943893,Sullivan Square
31,70031,1,Oak Grove,517.8497652582159,Sullivan Square
32,70032,0,Forest Hills,527.5515491988879,Wellington
33,70033,1,Oak Grove,522.5792448125883,Wellington
34,70034,0,Forest Hills,529.9347900210263,Malden Center
35,70035,1,Oak Grove,524.3066888242626,Malden Center
36,70036,0,Forest Hills,543.4712946351062,
37,70036,1,Oak Grove,1204.1808510638298,
38,70038,1,Wonderland,435.4847989539065,
39,70039,0,Bowdoin,428.5169953116381,Government Center
40,70040,1,Wonderland,433.1389421002675,Government Center
41,70041,0,Bowdoin,426.1087833084539,State
42,70042,1,Wonderland,433.397340599831,State
43,70043,0,Bowdoin,423.8358532059653,Aquarium
44,70044,1,Wonderland,433.2675114214292,Aquarium
45,70045,0,Bowdoin,422.8095082249591,Maverick
46,70046,1,Wonderland,432.8188279538358,Maverick
47,70047,0,Bowdoin,422.9593149224473,Airport
48,70048,1,Wonderland,432.0974119028298,Airport
49,70049,0,Bowdoin,423.2613946106338,Wood Island
50,70050,1,Wonderland,431.69860386356567,Wood Island
51,70051,0,Bowdoin,429.8417760422316,Orient Heights
52,70052,1,Wonderland,430.7912106910084,Orient Heights
53,70053,0,Bowdoin,432.5107075279846,Suffolk Downs
54,70054,1,Wonderland,430.6868850481623,Suffolk Downs
55,70055,0,Bowdoin,432.40242351444925,Beachmont
56,70056,1,Wonderland,431.0503540248849,Beachmont
57,70057,0,Bowdoin,432.0575809259851,Revere Beach
58,70058,1,Wonderland,432.371111684292,Revere Beach
59,70059,0,Bowdoin,417.2217267936765,
60,70060,0,Bowdoin,602.7264573991031,
61,70060,1,Wonderland,676.4666666666667,
62,70061,0,Ashmont,723.8380052151239,Alewife
63,70061,0,Braintree,706.757181704086,Alewife
64,70061,0,Southbound,353.15490186745365,Alewife
65,70061,1,Alewife,736.0819672131148,Alewife
66,70063,0,Ashmont,727.4822834645669,Davis
67,70063,0,Braintree,673.4569748245976,Davis
68,70063,0,Southbound,354.793761707948,Davis
69,70064,1,Alewife,360.9223586756979,Davis
70,70065,0,Ashmont,727.0179745725559,Porter
71,70065,0,Braintree,672.5707399373343,Porter
72,70065,0,Southbound,354.5487327549001,Porter
73,70066,1,Alewife,356.54297816293234,Porter
74,70067,0,Ashmont,756.5344761417424,Harvard
75,70067,0,Braintree,720.511224263892,Harvard
76,70067,0,Southbound,375.7179815483916,Harvard
77,70068,1,Alewife,357.4569359812876,Harvard
78,70069,0,Ashmont,725.7968835131306,Central
79,70069,0,Braintree,679.659803621785,Central
80,70069,0,Southbound,359.5357621489337,Central
81,70070,1,Alewife,358.6716181627188,Central
82,70071,0,Ashmont,727.7358573148047,Kendall/MIT
83,70071,0,Braintree,679.3734149092525,Kendall/MIT
84,70071,0,Southbound,357.6314397967624,Kendall/MIT
85,70072,1,Alewife,358.316600353008,Kendall/MIT
86,70073,0,Ashmont,727.254690226876,Charles/MGH
87,70073,0,Braintree,681.3193612774451,Charles/MGH
88,70073,0,Southbound,357.37666573203666,Charles/MGH
89,70074,1,Alewife,368.5544038889346,Charles/MGH
90,70075,0,Ashmont,723.044629183986,Park Street
91,70075,0,Braintree,682.8327663264625,Park Street
92,70075,0,Southbound,356.5941204918153,Park Street
93,70076,1,Alewife,358.57368789780435,Park Street
94,70077,0,Ashmont,724.013879709187,Downtown Crossing
95,70077,0,Braintree,682.5073151179104,Downtown Crossing
96,70077,0,Southbound,356.4735970695971,Downtown Crossing
97,70078,1,Alewife,360.26156131691187,Downtown Crossing
98,70079,0,Ashmont,723.4370165745856,South Station
99,70079,0,Braintree,682.9894779035975,South Station
100,70079,0,Southbound,356.664209075985,South Station
101,70080,1,Alewife,361.30040021216064,South Station
102,70081,0,Ashmont,723.0372574955908,Broadway
103,70081,0,Braintree,686.9999644204084,Broadway
104,70081,0,Southbound,358.79719343104574,Broadway
105,70082,1,Alewife,359.51222108793934,Broadway
106,70083,0,Ashmont,722.6573880514908,Andrew
107,70083,0,Braintree,681.5327601146438,Andrew
108,70083,0,Southbound,356.06634932259243,Andrew
109,70084,1,Alewife,364.179572815534,Andrew
110,70085,0,Ashmont,717.0524139608416,JFK/UMass
111,70086,1,Alewife,726.3224692680894,JFK/UMass
112,70087,0,Ashmont,716.7958681452226,Savin Hill
113,70088,1,Alewife,726.6514185242579,Savin Hill
114,70089,0,Ashmont,717.6067439601796,Fields Corner
115,70090,1,Alewife,727.903862351101,Fields Corner
116,70091,0,Ashmont,720.1145668331911,Shawmut
117,70092,1,Alewife,728.8931556152016,Shawmut
118,70093,0,Ashmont,173.0,
119,70094,1,Alewife,754.6785111103752,
120,70095,0,Braintree,692.9707919920155,JFK/UMass
121,70096,1,Alewife,705.9725971370143,JFK/UMass
122,70097,0,Braintree,675.6572922834024,North Quincy
123,70098,1,Alewife,679.595108338805,North Quincy
124,70099,0,Braintree,756.3996175908222,Wollaston
125,70100,1,Alewife,763.7252336448598,Wollaston
126,70101,0,Braintree,672.8555604188412,Quincy Center
127,70102,1,Alewife,679.5188203466818,Quincy Center
128,70103,0,Braintree,685.5919101290227,Quincy Adams
129,70104,1,Alewife,687.7511216679862,Quincy Adams
130,70105,0,Braintree,1121.1341463414635,
131,70105,1,Alewife,718.3613984501712,
132,70106,1,Government Center,276.0,
133,70106,1,Lechmere,995.0,
134,70106,1,North Station,393.0,
135,70106,1,Park St,577.7376470588235,
136,70107,0,Boston College,617.2381384103959,Boston College
137,70110,1,Government Center,467.6,South Street
138,70110,1,Lechmere,1059.5,South Street
139,70110,1,North Station,568.0,South Street
140,70110,1,Park St,584.0636148502506,South Street
141,70111,0,Boston College,536.0827625035188,South Street
142,70112,1,Government Center,398.2,Chestnut Hill Avenue
143,70112,1,North Station,330.57142857142856,Chestnut Hill Avenue
144,70112,1,Park St,551.6344129554656,Chestnut Hill Avenue
145,70113,0,Boston College,525.931852495768,Chestnut Hill Avenue
146,70114,1,Government Center,303.75,Chiswick Road
147,70114,1,Lechmere,228.0,Chiswick Road
148,70114,1,North Station,339.0,Chiswick Road
149,70114,1,Park St,556.6020357320806,Chiswick Road
150,70115,0,Boston College,538.9977071810146,Chiswick Road
151,70116,1,Government Center,350.75,Sutherland Road
152,70116,1,Lechmere,722.0,Sutherland Road
153,70116,1,North Station,275.0,Sutherland Road
154,70116,1,Park St,555.3881497671766,Sutherland Road
155,70117,0,Boston College,553.2663964809964,Sutherland Road
156,70120,1,Government Center,369.2,Washington Street
157,70120,1,Lechmere,723.0,Washington Street
158,70120,1,North Station,485.0,Washington Street
159,70120,1,Park St,537.5122231412554,Washington Street
160,70121,0,Boston College,526.7199094712297,Washington Street
161,70124,1,Government Center,356.5,Warren Street
162,70124,1,North Station,393.0,Warren Street
163,70124,1,Park St,528.8024059435877,Warren Street
164,70125,0,Boston College,530.3374382584985,Warren Street
165,70126,1,Government Center,413.0,Allston Street
166,70126,1,North Station,393.0,Allston Street
167,70126,1,Park St,531.3761428138134,Allston Street
168,70127,0,Boston College,531.2511413481336,Allston Street
169,70128,1,Government Center,443.0,Griggs Street
170,70128,1,Lechmere,371.0,Griggs Street
171,70128,1,North Station,187.5,Griggs Street
172,70128,1,Park St,532.2980522027103,Griggs Street
173,70129,0,Boston College,535.8862793851717,Griggs Street
174,70130,1,Government Center,384.0,Harvard Avenue
175,70130,1,North Station,745.0,Harvard Avenue
176,70130,1,Park St,525.101261199321,Harvard Avenue
177,70131,0,Boston College,528.6629959370351,Harvard Avenue
178,70134,1,Government Center,124.5,Packard's Corner
179,70134,1,Park St,525.9830106506835,Packard's Corner
180,70135,0,Boston College,536.7995821758993,Packard's Corner
181,70136,1,Government Center,66.5,
182,70136,1,North Station,322.0,
183,70136,1,Park St,527.3567744115328,
184,70137,0,Boston College,541.8874316156621,
185,70138,1,Government Center,124.5,
186,70138,1,North Station,1.0,
187,70138,1,Park St,528.7542216418246,
188,70139,0,Boston College,543.6232065780907,
189,70140,1,Government Center,575.6666666666666,
190,70140,1,North Station,279.0,
191,70140,1,Park St,535.4152196235026,
192,70141,0,Boston College,549.5205616361553,
193,70142,1,Government Center,583.5,
194,70142,1,North Station,0.0,
195,70142,1,Park St,540.4341992046697,
196,70143,0,Boston College,544.4051404922675,
197,70144,1,Government Center,326.0,Boston University Central
198,70144,1,North Station,231.5,Boston University Central
199,70144,1,Park St,526.1109264739358,Boston University Central
200,70145,0,Boston College,530.8759880963452,Boston University Central
201,70146,1,Government Center,473.5,Boston University East
202,70146,1,North Station,83.0,Boston University East
203,70146,1,Park St,528.3497437981084,Boston University East
204,70147,0,Boston College,532.1076484626614,Boston University East
205,70148,1,Government Center,550.3636363636364,Blandford Street
206,70148,1,Lechmere,245.5,Blandford Street
207,70148,1,North Station,517.125,Blandford Street
208,70148,1,Park St,522.9587439784328,Blandford Street
209,70149,0,Boston College,528.2187344182041,Blandford Street
210,70150,1,Government Center,173.74153972828324,Kenmore
211,70150,1,Lechmere,187.0,Kenmore
212,70150,1,North Station,178.16171653439443,Kenmore
213,70150,1,Park St,170.58858576996062,Kenmore
214,70151,0,Boston College,501.6165167620605,Kenmore
