stop_id,direction_id,destination,headway_time_sec,stop_name,stop_desc,line,year
70225,0,Cleveland Circle,583.7521787315501,Brandon Hall,Brandon Hall - Green Line - (C) Cleveland Circle,green,2018
70226,1,Government Center,464.0833333333333,Brandon Hall,Brandon Hall - Green Line - Park Street & North,green,2018
70226,1,North Station,636.6448704103672,Brandon Hall,Brandon Hall - Green Line - Park Street & North,green,2018
70227,0,Cleveland Circle,556.7507196315487,Fairbanks Street,Fairbanks Street - Green Line - (C) Cleveland Circle,green,2018
70228,1,Government Center,500.35714285714283,Fairbanks Street,Fairbanks Street - Green Line - Park Street & North,green,2018
70228,1,Lechmere,560.0,Fairbanks Street,Fairbanks Street - Green Line - Park Street & North,green,2018
70228,1,North Station,601.0330053712163,Fairbanks Street,Fairbanks Street - Green Line - Park Street & North,green,2018
70229,0,Cleveland Circle,526.2441669819649,Washington Square,Washington Square - Green Line - (C) Cleveland Circle,green,2018
70230,1,Government Center,410.5263157894737,Washington Square,Washington Square - Green Line - Park Street & North,green,2018
70230,1,Lechmere,134.0,Washington Square,Washington Square - Green Line - Park Street & North,green,2018
