stop_id,direction_id,destination,headway_time_sec,stop_name,stop_desc,line,year
70001,1,Oak Grove,499.69223892457455,Forest Hills,Forest Hills - Orange Line,orange,2016
70002,0,Forest Hills,509.65649852434274,Green Street,Green Street - Orange Line - Forest Hills,orange,2016
70003,1,Oak Grove,512.0709980499911,Green Street,Green Street - Orange Line - Oak Grove,orange,2016
70004,0,Forest Hills,506.53810773821544,Stony Brook,Stony Brook - Orange Line - Forest Hills,orange,2016
70005,1,Oak Grove,512.9414180568053,Stony Brook,Stony Brook - Orange Line - Oak Grove,orange,2016
70006,0,Forest Hills,506.07084761712713,Jackson Square,Jackson Square - Orange Line - Forest Hills,orange,2016
70007,1,Oak Grove,511.7442836119226,Jackson Square,Jackson Square - Orange Line - Oak Grove,orange,2016
70008,0,Forest Hills,504.4476535097456,Roxbury Crossing,Roxbury Crossing - Orange Line - Forest Hills,orange,2016
70009,1,Oak Grove,511.7408963893595,Roxbury Crossing,Roxbury Crossing - Orange Line - Oak Grove,orange,2016
70010,0,Forest Hills,504.7196029776675,Ruggles,Ruggles - Orange Line - Forest Hills,orange,2016
70011,1,Oak Grove,511.32834210468366,Ruggles,Ruggles - Orange Line - Oak Grove,orange,2016
70012,0,Forest Hills,505.26147908256064,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Forest Hills,orange,2016
70013,1,Oak Grove,512.1386379280675,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Oak Grove,orange,2016
70014,0,Forest Hills,506.44928571428574,Back Bay,Back Bay - Orange Line - Forest Hills,orange,2016
70015,1,Oak Grove,513.125261051166,Back Bay,Back Bay - Orange Line - Oak Grove,orange,2016
70016,0,Forest Hills,508.8993129021704,Tufts Medical Center,Tufts Medical Center - Orange Line - Forest Hills,orange,2016
70017,1,Oak Grove,515.3095238095239,Tufts Medical Center,Tufts Medical Center - Orange Line - Oak Grove,orange,2016
70018,0,Forest Hills,510.6439480333624,Chinatown,Chinatown - Orange Line - Forest Hills,orange,2016
70019,1,Oak Grove,515.177310616667,Chinatown,Chinatown - Orange Line - Oak Grove,orange,2016
70020,0,Forest Hills,509.17629407351836,Downtown Crossing,Downtown Crossing - Orange Line - Forest Hills,orange,2016
70021,1,Oak Grove,509.7649419490525,Downtown Crossing,Downtown Crossing - Orange Line - Oak Grove,orange,2016
70022,0,Forest Hills,512.90716254032,State,State - Orange Line - Forest Hills,orange,2016
70023,1,Oak Grove,509.3843737135181,State,State - Orange Line - Oak Grove,orange,2016
70024,0,Forest Hills,512.8667491749175,Haymarket,Haymarket - Orange Line - Forest Hills,orange,2016
70025,1,Oak Grove,505.85996232366597,Haymarket,Haymarket - Orange Line - Oak Grove,orange,2016
70026,0,Forest Hills,509.9817631224764,North Station,North Station - Orange Line - Forest Hills,orange,2016
70027,1,Oak Grove,506.17717453473534,North Station,North Station - Orange Line - Oak Grove,orange,2016
70028,0,Forest Hills,507.67671472258627,Community College,Community College - Orange Line - Forest Hills,orange,2016
70029,1,Oak Grove,503.7102787303262,Community College,Community College - Orange Line - Oak Grove,orange,2016
70030,0,Forest Hills,505.2348167423808,Sullivan Square,Sullivan Square - Orange Line - Forest Hills,orange,2016
70031,1,Oak Grove,500.1741931214013,Sullivan Square,Sullivan Square - Orange Line - Oak Grove,orange,2016
70032,0,Forest Hills,513.825794495161,Wellington,Wellington - Orange Line - Forest Hills,orange,2016
70033,1,Oak Grove,500.5079767705761,Wellington,Wellington - Orange Line - Oak Grove,orange,2016
70034,0,Forest Hills,515.0836160492152,Malden Center,Malden Center - Orange Line - Forest Hills,orange,2016
70035,1,Oak Grove,503.0799401129687,Malden Center,Malden Center - Orange Line - Oak Grove,orange,2016
70036,0,Forest Hills,511.73266185098515,Oak Grove,Oak Grove - Orange Line,orange,2016
70038,1,Wonderland,443.3161702353191,Bowdoin,Bowdoin - Blue Line - Wonderland,blue,2016
70039,0,Bowdoin,445.7327160795427,Government Center,Government Center - Blue Line - Bowdoin,blue,2016
70040,1,Wonderland,439.8525705468403,Government Center,Government Center - Blue Line - Wonderland,blue,2016
70041,0,Bowdoin,440.5773961260071,State,State - Blue Line - Bowdoin,blue,2016
70042,1,Wonderland,440.35831005459096,State,State - Blue Line - Wonderland,blue,2016
70043,0,Bowdoin,438.94942180515017,Aquarium,Aquarium - Blue Line - Bowdoin,blue,2016
70044,1,Wonderland,440.5337766499342,Aquarium,Aquarium - Blue Line - Wonderland,blue,2016
70045,0,Bowdoin,438.007915857368,Maverick,Maverick - Blue Line - Bowdoin,blue,2016
70046,1,Wonderland,439.58946116549265,Maverick,Maverick - Blue Line - Wonderland,blue,2016
70047,0,Bowdoin,439.9731760049837,Airport,Airport - Blue Line - Bowdoin,blue,2016
70048,1,Wonderland,441.07881981419604,Airport,Airport - Blue Line - Wonderland,blue,2016
70049,0,Bowdoin,440.80358436252203,Wood Island,Wood Island - Blue Line - Bowdoin,blue,2016
70050,1,Wonderland,441.7405840585922,Wood Island,Wood Island - Blue Line - Wonderland,blue,2016
70051,0,Bowdoin,449.733405897102,Orient Heights,Orient Heights - Blue Line - Bowdoin,blue,2016
70052,1,Wonderland,440.72119862695985,Orient Heights,Orient Heights - Blue Line - Wonderland,blue,2016
70053,0,Bowdoin,451.529713349089,Suffolk Downs,Suffolk Downs - Blue Line - Bowdoin,blue,2016
70054,1,Wonderland,440.33069826271344,Suffolk Downs,Suffolk Downs - Blue Line - Wonderland,blue,2016
70055,0,Bowdoin,451.18408668260656,Beachmont,Beachmont - Blue Line - Bowdoin,blue,2016
70056,1,Wonderland,440.12824569567243,Beachmont,Beachmont - Blue Line - Wonderland,blue,2016
70057,0,Bowdoin,451.36573696102073,Revere Beach,Revere Beach - Blue Line - Bowdoin,blue,2016
70058,1,Wonderland,443.4525909592062,Revere Beach,Revere Beach - Blue Line - Wonderland,blue,2016
70060,0,Bowdoin,448.8358321852122,Wonderland,Wonderland - Blue Line - Exit Only,blue,2016
70061,0,Braintree,706.8943152056694,Alewife,Alewife - Red Line,red,2016
70061,0,Southbound,338.90082273747197,Alewife,Alewife - Red Line,red,2016
70063,0,Braintree,682.349223188009,Davis,Davis - Red Line - Ashmont/Braintree,red,2016
70063,0,Southbound,353.0379490559819,Davis,Davis - Red Line - Ashmont/Braintree,red,2016
70064,1,Alewife,355.17395876804943,Davis,Davis - Red Line - Alewife,red,2016
70065,0,Braintree,681.6982980743152,Porter,Porter - Red Line - Ashmont/Braintree,red,2016
70065,0,Southbound,353.8193386210342,Porter,Porter - Red Line - Ashmont/Braintree,red,2016
70066,1,Alewife,353.1736603572381,Porter,Porter - Red Line - Alewife,red,2016
70067,0,Braintree,681.9480922655806,Harvard,Harvard - Red Line - Ashmont/Braintree,red,2016
70067,0,Southbound,354.1174741442994,Harvard,Harvard - Red Line - Ashmont/Braintree,red,2016
70068,1,Alewife,352.3642368141934,Harvard,Harvard - Red Line - Alewife,red,2016
70069,0,Braintree,692.9854327615556,Central,Central - Red Line - Ashmont/Braintree,red,2016
70069,0,Southbound,360.6112150943396,Central,Central - Red Line - Ashmont/Braintree,red,2016
70070,1,Alewife,351.2041174252979,Central,Central - Red Line - Alewife,red,2016
70071,0,Braintree,692.794136202145,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,red,2016
70071,0,Southbound,358.12196550501704,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,red,2016
70072,1,Alewife,358.1355584649116,Kendall/MIT,Kendall/MIT - Red Line - Alewife,red,2016
70073,0,Braintree,694.0656158710796,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,red,2016
70073,0,Southbound,357.20921130478314,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,red,2016
70074,1,Alewife,358.53719166294854,Charles/MGH,Charles/MGH - Red Line - Alewife,red,2016
70075,0,Braintree,693.187811900192,Park Street,Park Street - Red Line - Ashmont/Braintree,red,2016
70075,0,Southbound,355.26036911784774,Park Street,Park Street - Red Line - Ashmont/Braintree,red,2016
70076,1,Alewife,356.0026541793846,Park Street,Park Street - Red Line - Alewife,red,2016
70077,0,Braintree,691.622639682386,Downtown Crossing,Downtown Crossing - Red Line - Ashmont/Braintree,red,2016
70077,0,Southbound,354.777816559427,Downtown Crossing,Downtown Crossing - Red Line - Ashmont/Braintree,red,2016
70078,1,Alewife,359.22119131564295,Downtown Crossing,Downtown Crossing - Red Line - Alewife,red,2016
70079,0,Braintree,685.937064269115,South Station,South Station - Red Line - Ashmont/Braintree,red,2016
70079,0,Southbound,355.86171342445107,South Station,South Station - Red Line - Ashmont/Braintree,red,2016
70080,1,Alewife,361.61437681858615,South Station,South Station - Red Line - Alewife,red,2016
70081,0,Braintree,690.7242710120069,Broadway,Broadway - Red Line - Ashmont/Braintree,red,2016
70081,0,Southbound,357.51681434271205,Broadway,Broadway - Red Line - Ashmont/Braintree,red,2016
70082,1,Alewife,361.51602015882713,Broadway,Broadway - Red Line - Alewife,red,2016
70083,0,Braintree,688.6071166054127,Andrew,Andrew - Red Line - Ashmont/Braintree,red,2016
70083,0,Southbound,351.1616929429429,Andrew,Andrew - Red Line - Ashmont/Braintree,red,2016
70084,1,Alewife,363.75183946488295,Andrew,Andrew - Red Line - Alewife,red,2016
70085,0,Ashmont,702.7100844292395,JFK/UMass,JFK/UMass - Red Line - Ashmont,red,2016
70086,1,Alewife,718.5573863996451,JFK/UMass,JFK/UMass - Red Line - Alewife (from Ashmont),red,2016
70087,0,Ashmont,701.9170007516913,Savin Hill,Savin Hill - Red Line - Ashmont,red,2016
70088,1,Alewife,718.1235550264716,Savin Hill,Savin Hill - Red Line - Alewife,red,2016
70089,0,Ashmont,702.7757376020088,Fields Corner,Fields Corner - Red Line - Ashmont,red,2016
70090,1,Alewife,717.476244379461,Fields Corner,Fields Corner - Red Line - Alewife,red,2016
70091,0,Ashmont,705.2916248827354,Shawmut,Shawmut - Red Line - Ashmont,red,2016
70092,1,Alewife,717.6849612696013,Shawmut,Shawmut - Red Line - Alewife,red,2016
70094,1,Alewife,694.3734277129907,Ashmont,Ashmont - Red Line - Alewife,red,2016
70095,0,Braintree,680.1327557294578,JFK/UMass,JFK/UMass - Red Line - Braintree,red,2016
70096,1,Alewife,692.9770173646579,JFK/UMass,JFK/UMass - Red Line - Alewife (from Braintree),red,2016
70097,0,Braintree,678.5504674621725,North Quincy,North Quincy - Red Line - Braintree,red,2016
70098,1,Alewife,689.2407756198475,North Quincy,North Quincy - Red Line - Alewife,red,2016
70099,0,Braintree,676.019298896724,Wollaston,Wollaston - Red Line - Braintree,red,2016
70100,1,Alewife,687.135545368993,Wollaston,Wollaston - Red Line - Alewife,red,2016
70101,0,Braintree,673.9246415261197,Quincy Center,Quincy Center - Red Line - Braintree,red,2016
70102,1,Alewife,686.5345193747171,Quincy Center,Quincy Center - Red Line - Alewife,red,2016
70103,0,Braintree,678.9762603838442,Quincy Adams,Quincy Adams - Red Line - Braintree,red,2016
70104,1,Alewife,690.956582499603,Quincy Adams,Quincy Adams - Red Line - Alewife,red,2016
70105,1,Alewife,686.3500361607604,Braintree,Braintree - Red Line,red,2016
70106,1,Government Center,236.0,Boston College,Boston College - Green Line - Park Street & North,green,2016
70106,1,North Station,155.85714285714286,Boston College,Boston College - Green Line - Park Street & North,green,2016
70106,1,Park St,493.6248198083609,Boston College,Boston College - Green Line - Park Street & North,green,2016
70107,0,Boston College,526.8112784651246,Boston College,Boston College - Green Line - Exit Only,green,2016
70110,1,Park St,568.4983312373029,South Street,South Street - Green Line - Park Street & North,green,2016
70111,0,Boston College,541.596173236101,South Street,South Street - Green Line - (B) Boston College,green,2016
70112,1,Government Center,356.3333333333333,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,green,2016
70112,1,North Station,231.0,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,green,2016
70112,1,Park St,532.0288012009436,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,green,2016
70113,0,Boston College,513.9809620510217,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - (B) Boston College,green,2016
70114,1,Government Center,665.0,Chiswick Road,Chiswick Road - Green Line - Park Street & North,green,2016
70114,1,Park St,537.1989659592032,Chiswick Road,Chiswick Road - Green Line - Park Street & North,green,2016
70115,0,Boston College,543.5568104599668,Chiswick Road,Chiswick Road - Green Line - (B) Boston College,green,2016
70116,1,Government Center,691.0,Sutherland Road,Sutherland Road - Green Line - Park Street & North,green,2016
70116,1,Lechmere,592.0,Sutherland Road,Sutherland Road - Green Line - Park Street & North,green,2016
70116,1,North Station,375.0,Sutherland Road,Sutherland Road - Green Line - Park Street & North,green,2016
70116,1,Park St,541.7735711765744,Sutherland Road,Sutherland Road - Green Line - Park Street & North,green,2016
70117,0,Boston College,595.9990467378809,Sutherland Road,Sutherland Road - Green Line - (B) Boston College,green,2016
70120,1,Government Center,217.5,Washington Street,Washington Street - Green Line - Park Street & North,green,2016
70120,1,Lechmere,94.0,Washington Street,Washington Street - Green Line - Park Street & North,green,2016
70120,1,North Station,368.3333333333333,Washington Street,Washington Street - Green Line - Park Street & North,green,2016
70120,1,Park St,522.6498201022576,Washington Street,Washington Street - Green Line - Park Street & North,green,2016
70121,0,Boston College,509.71141415405145,Washington Street,Washington Street - Green Line - (B) Boston College,green,2016
70124,1,Government Center,389.5,Warren Street,Warren Street - Green Line - Park Street & North,green,2016
70124,1,Lechmere,208.0,Warren Street,Warren Street - Green Line - Park Street & North,green,2016
70124,1,Park St,509.4810077440183,Warren Street,Warren Street - Green Line - Park Street & North,green,2016
70125,0,Boston College,510.72183326715293,Warren Street,Warren Street - Green Line - (B) Boston College,green,2016
70126,1,North Station,958.0,Allston Street,Allston Street - Green Line - Park Street & North,green,2016
70126,1,Park St,517.3530834340992,Allston Street,Allston Street - Green Line - Park Street & North,green,2016
70127,0,Boston College,516.0192932146923,Allston Street,Allston Street - Green Line - (B) Boston College,green,2016
70128,1,Government Center,594.0,Griggs Street,Griggs Street - Green Line - Park Street & North,green,2016
70128,1,Lechmere,140.5,Griggs Street,Griggs Street - Green Line - Park Street & North,green,2016
70128,1,Park St,521.022146759191,Griggs Street,Griggs Street - Green Line - Park Street & North,green,2016
70129,0,Boston College,519.9701929445952,Griggs Street,Griggs Street - Green Line - (B) Boston College,green,2016
70130,1,Government Center,779.0,Harvard Avenue,Harvard Avenue - Green Line - Park Street & North,green,2016
70130,1,North Station,341.5,Harvard Avenue,Harvard Avenue - Green Line - Park Street & North,green,2016
70130,1,Park St,508.0420568390922,Harvard Avenue,Harvard Avenue - Green Line - Park Street & North,green,2016
70131,0,Boston College,508.4665295206748,Harvard Avenue,Harvard Avenue - Green Line - (B) Boston College,green,2016
70134,1,Government Center,836.25,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green,2016
70134,1,Lechmere,580.5,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green,2016
70134,1,North Station,116.0,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green,2016
70134,1,Park St,510.49851046781583,Packard's Corner,Packard's Corner - Green Line - Park Street & North,green,2016
70135,0,Boston College,526.5730468243331,Packard's Corner,Packard's Corner - Green Line - (B) Boston College,green,2016
70136,1,Government Center,678.3333333333334,,,green,2016
70136,1,Lechmere,626.0,,,green,2016
70136,1,Park St,519.6127893044081,,,unknown,2016
70137,0,Boston College,578.1554874936191,,,green,2016
70138,1,Government Center,1402.0,,,green,2016
70138,1,Lechmere,101.0,,,green,2016
70138,1,Park St,519.7826416844058,,,unknown,2016
70139,0,Boston College,533.2836518327492,,,green,2016
70140,1,Park St,525.1198094954607,,,unknown,2016
70141,0,Boston College,577.1406936241102,,,green,2016
70142,1,Government Center,1534.0,,,green,2016
70142,1,North Station,522.0,,,green,2016
70142,1,Park St,531.5274388910752,,,unknown,2016
70143,0,Boston College,534.6656423538708,,,green,2016
70144,1,Government Center,34.0,Boston University Central,Boston University Central - Green Line - Park Street & North,green,2016
70144,1,North Station,474.0,Boston University Central,Boston University Central - Green Line - Park Street & North,green,2016
70144,1,Park St,518.4544061463538,Boston University Central,Boston University Central - Green Line - Park Street & North,green,2016
70145,0,Boston College,531.6949911328345,Boston University Central,Boston University Central - Green Line - (B) Boston College,green,2016
70146,1,Government Center,390.0,Boston University East,Boston University East - Green Line - Park Street & North,green,2016
70146,1,North Station,1157.5,Boston University East,Boston University East - Green Line - Park Street & North,green,2016
70146,1,Park St,520.978754594319,Boston University East,Boston University East - Green Line - Park Street & North,green,2016
70147,0,Boston College,532.4049495756581,Boston University East,Boston University East - Green Line - (B) Boston College,green,2016
70148,1,Government Center,443.05,Blandford Street,Blandford Street - Green Line - Park Street & North,green,2016
70148,1,Lechmere,1018.6666666666666,Blandford Street,Blandford Street - Green Line - Park Street & North,green,2016
70148,1,North Station,563.86,Blandford Street,Blandford Street - Green Line - Park Street & North,green,2016
70148,1,Park St,530.4942403112636,Blandford Street,Blandford Street - Green Line - Park Street & North,green,2016
70149,0,Boston College,540.3032418623089,Blandford Street,Blandford Street - Green Line - (B) Boston College,green,2016
70150,1,Government Center,170.2671335946644,Kenmore,Kenmore - Green Line - Park Street & North,green,2016
70150,1,Lechmere,210.46153846153845,Kenmore,Kenmore - Green Line - Park Street & North,green,2016
70150,1,North Station,170.08139184358984,Kenmore,Kenmore - Green Line - Park Street & North,green,2016
70150,1,Park St,163.6512387693983,Kenmore,Kenmore - Green Line - Park Street & North,green,2016
70151,0,Boston College,494.91035408360636,Kenmore,"Kenmore - Green Line - (C) Cleveland Circle, (D) Riverside",green,2016
70151,0,Cleveland Circle,512.3163570627104,Kenmore,"Kenmore - Green Line - (C) Cleveland Circle, (D) Riverside",green,2016
70151,0,Riverside,465.27729220546314,Kenmore,"Kenmore - Green Line - (C) Cleveland Circle, (D) Riverside",green,2016
70152,1,Government Center,168.91632757348071,Hynes Convention Center,Hynes Convention Center - Green Line - Park Street & North,green,2016
70152,1,Lechmere,135.29166666666666,Hynes Convention Center,Hynes Convention Center - Green Line - Park Street & North,green,2016
70152,1,North Station,166.6254156819275,Hynes Convention Center,Hynes Convention Center - Green Line - Park Street & North,green,2016
70152,1,Park St,167.888134472092,Hynes Convention Center,Hynes Convention Center - Green Line - Park Street & North,green,2016
70153,0,Boston College,486.41951852725987,Hynes Convention Center,Hynes Convention Center - Green Line - Kenmore & West,green,2016
70153,0,Cleveland Circle,507.35708483472536,Hynes Convention Center,Hynes Convention Center - Green Line - Kenmore & West,green,2016
70153,0,Riverside,473.79164643973667,Hynes Convention Center,Hynes Convention Center - Green Line - Kenmore & West,green,2016
70154,1,Government Center,127.21258998890998,Copley,Copley - Green Line - Park Street & North,green,2016
70154,1,Lechmere,129.02833926667873,Copley,Copley - Green Line - Park Street & North,green,2016
70154,1,North Station,127.76841097373132,Copley,Copley - Green Line - Park Street & North,green,2016
70154,1,Park St,126.508746944824,Copley,Copley - Green Line - Park Street & North,green,2016
70155,0,Boston College,486.33513898224663,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",green,2016
70155,0,Cleveland Circle,505.61941864572293,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",green,2016
70155,0,Heath St,504.6692344727973,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",green,2016
70155,0,Riverside,472.5425814327514,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",green,2016
70156,1,Government Center,126.55474618711587,Arlington,Arlington - Green Line - Park Street & North,green,2016
70156,1,Lechmere,131.49439256066412,Arlington,Arlington - Green Line - Park Street & North,green,2016
70156,1,North Station,128.76548155566684,Arlington,Arlington - Green Line - Park Street & North,green,2016
70156,1,Park St,125.26474873249286,Arlington,Arlington - Green Line - Park Street & North,green,2016
70157,0,Boston College,488.3910704041463,Arlington,Arlington - Green Line - Copley & West,green,2016
70157,0,Cleveland Circle,507.5167334334836,Arlington,Arlington - Green Line - Copley & West,green,2016
70157,0,Heath St,505.42850251256283,Arlington,Arlington - Green Line - Copley & West,green,2016
70157,0,Riverside,473.86721927110693,Arlington,Arlington - Green Line - Copley & West,green,2016
70158,1,Government Center,127.94900027283003,Boylston,Boylston - Green Line - Park Street & North,green,2016
70158,1,Lechmere,130.05968675038804,Boylston,Boylston - Green Line - Park Street & North,green,2016
70158,1,North Station,130.48433060605413,Boylston,Boylston - Green Line - Park Street & North,green,2016
70158,1,Park St,126.76516417369596,Boylston,Boylston - Green Line - Park Street & North,green,2016
70159,0,Boston College,489.38279166255063,Boylston,Boylston - Green Line - Copley & West,green,2016
70159,0,Cleveland Circle,508.0593931568754,Boylston,Boylston - Green Line - Copley & West,green,2016
70159,0,Heath St,506.60325137982943,Boylston,Boylston - Green Line - Copley & West,green,2016
70159,0,Riverside,474.72349102773245,Boylston,Boylston - Green Line - Copley & West,green,2016
70160,1,Government Center,816.7641160949868,Riverside,Riverside - Green Line - Park Street & North,green,2016
70160,1,Lechmere,113.0,Riverside,Riverside - Green Line - Park Street & North,green,2016
70160,1,North Station,1052.5,Riverside,Riverside - Green Line - Park Street & North,green,2016
70160,1,Park St,1071.0,Riverside,Riverside - Green Line - Park Street & North,green,2016
70161,0,Riverside,808.9824561403509,Riverside,Riverside - Green Line - Park Street & North,green,2016
70162,1,Government Center,498.75263685582513,Woodland,Woodland - Green Line - Park Street & North,green,2016
70162,1,Lechmere,396.0,Woodland,Woodland - Green Line - Park Street & North,green,2016
70162,1,Park St,206.66666666666666,Woodland,Woodland - Green Line - Park Street & North,green,2016
70163,0,Riverside,499.7762408291114,Woodland,Woodland - Green Line - (D) Riverside,green,2016
70164,1,Government Center,501.0456533182168,Waban,Waban - Green Line - Park Street & North,green,2016
70164,1,Lechmere,396.0,Waban,Waban - Green Line - Park Street & North,green,2016
70164,1,Park St,283.3333333333333,Waban,Waban - Green Line - Park Street & North,green,2016
70165,0,Riverside,497.0533168265759,Waban,Waban - Green Line - (D) Riverside,green,2016
70166,1,Government Center,499.70977225589496,Eliot,Eliot - Green Line - Park Street & North,green,2016
70167,0,Riverside,497.20218669417227,Eliot,Eliot - Green Line - (D) Riverside,green,2016
70168,1,Government Center,495.1505754475703,Newton Highlands,Newton Highlands - Green Line - Park Street & North,green,2016
70168,1,North Station,245.0,Newton Highlands,Newton Highlands - Green Line - Park Street & North,green,2016
70168,1,Park St,225.0,Newton Highlands,Newton Highlands - Green Line - Park Street & North,green,2016
70169,0,Riverside,494.60407971192404,Newton Highlands,Newton Highlands - Green Line - (D) Riverside,green,2016
70170,1,Government Center,488.9514651112381,Newton Centre,Newton Centre - Green Line - Park Street & North,green,2016
70170,1,Lechmere,402.0,Newton Centre,Newton Centre - Green Line - Park Street & North,green,2016
70170,1,Park St,112.0,Newton Centre,Newton Centre - Green Line - Park Street & North,green,2016
70171,0,Riverside,493.43287419651057,Newton Centre,Newton Centre - Green Line - (D) Riverside,green,2016
70172,1,Government Center,496.7602828022399,Chestnut Hill,Chestnut Hill - Green Line - Park Street & North,green,2016
70172,1,North Station,591.0,Chestnut Hill,Chestnut Hill - Green Line - Park Street & North,green,2016
70172,1,Park St,759.5,Chestnut Hill,Chestnut Hill - Green Line - Park Street & North,green,2016
70173,0,Riverside,495.07977486846937,Chestnut Hill,Chestnut Hill - Green Line - (D) Riverside,green,2016
70174,1,Government Center,494.4039184921449,Reservoir,Reservoir - Green Line - Park Street & North,green,2016
70174,1,North Station,840.5,Reservoir,Reservoir - Green Line - Park Street & North,green,2016
70174,1,Park St,140.0,Reservoir,Reservoir - Green Line - Park Street & North,green,2016
70175,0,Riverside,503.24135710130474,Reservoir,Reservoir - Green Line - (D) Riverside,green,2016
70176,1,Government Center,485.53351773189763,Beaconsfield,Beaconsfield - Green Line - Park Street & North,green,2016
70177,0,Riverside,487.09690997227153,Beaconsfield,Beaconsfield - Green Line - (D) Riverside,green,2016
70178,1,Government Center,489.4847455595293,Brookline Hills,Brookline Hills - Green Line - Park Street & North,green,2016
70178,1,Lechmere,216.0,Brookline Hills,Brookline Hills - Green Line - Park Street & North,green,2016
70178,1,North Station,338.0,Brookline Hills,Brookline Hills - Green Line - Park Street & North,green,2016
70178,1,Park St,719.6666666666666,Brookline Hills,Brookline Hills - Green Line - Park Street & North,green,2016
70179,0,Riverside,489.25799356115897,Brookline Hills,Brookline Hills - Green Line - (D) Riverside,green,2016
70180,1,Government Center,471.9672483633781,Brookline Village,Brookline Village - Green Line - Park Street & North,green,2016
70181,0,Riverside,484.9611355520922,Brookline Village,Brookline Village - Green Line - (D) Riverside,green,2016
70182,1,Government Center,472.8473455178416,Longwood,Longwood - Green Line - Park Street & North,green,2016
70182,1,Lechmere,405.6666666666667,Longwood,Longwood - Green Line - Park Street & North,green,2016
70182,1,North Station,505.0,Longwood,Longwood - Green Line - Park Street & North,green,2016
70182,1,Park St,534.3333333333334,Longwood,Longwood - Green Line - Park Street & North,green,2016
70183,0,Riverside,500.0059355103717,Longwood,Longwood - Green Line - (D) Riverside,green,2016
70186,1,Government Center,483.172774554911,Fenway,Fenway - Green Line - Park Street & North,green,2016
70186,1,Lechmere,446.97727272727275,Fenway,Fenway - Green Line - Park Street & North,green,2016
70186,1,North Station,497.43859649122805,Fenway,Fenway - Green Line - Park Street & North,green,2016
70186,1,Park St,594.2926829268292,Fenway,Fenway - Green Line - Park Street & North,green,2016
70187,0,Riverside,522.0182469006461,Fenway,Fenway - Green Line - (D) Riverside,green,2016
70196,0,Boston College,480.9202371955119,Park Street,Park Street - Green Line - (B) Boston College,green,2016
70197,0,Cleveland Circle,517.5193914921589,Park Street,Park Street - Green Line - (C) Cleveland Circle,green,2016
70198,0,Riverside,468.1213653603034,Park Street,Park Street - Green Line - (D) Riverside,green,2016
70199,0,Heath St,504.5838714821016,Park Street,Park Street - Green Line - (E) Heath Street,green,2016
70200,1,Government Center,147.17231729630825,Park Street,Park Street - Green Line - Government Center & North,green,2016
70200,1,Lechmere,156.59749287072242,Park Street,Park Street - Green Line - Government Center & North,green,2016
70200,1,North Station,156.4143652300015,Park Street,Park Street - Green Line - Government Center & North,green,2016
70200,1,Park St,135.32575544199895,Park Street,Park Street - Green Line - Government Center & North,green,2016
70201,1,Government Center,183.392195313266,Government Center,Government Center - Green Line - North Station & North,green,2016
70201,1,Lechmere,184.58009013719777,Government Center,Government Center - Green Line - North Station & North,green,2016
70201,1,North Station,187.35781806049823,Government Center,Government Center - Green Line - North Station & North,green,2016
70201,1,Park St,183.49727234578262,Government Center,Government Center - Green Line - North Station & North,green,2016
70202,0,Cleveland Circle,515.8491967309903,Government Center,Government Center - Green Line - Copley & West,green,2016
70202,0,Heath St,503.8354307556601,Government Center,Government Center - Green Line - Copley & West,green,2016
70202,0,Riverside,490.21794987513914,Government Center,Government Center - Green Line - Copley & West,green,2016
70203,1,Government Center,242.33449477351917,Haymarket,Haymarket - Green Line - North Station & North,green,2016
70203,1,Lechmere,270.8008129073831,Haymarket,Haymarket - Green Line - North Station & North,green,2016
70203,1,North Station,276.11395831453575,Haymarket,Haymarket - Green Line - North Station & North,green,2016
70203,1,Park St,277.65257352941177,Haymarket,Haymarket - Green Line - North Station & North,green,2016
70204,0,Cleveland Circle,573.6069271324325,Haymarket,Haymarket - Green Line - Copley & West,green,2016
70204,0,Heath St,520.6474885844749,Haymarket,Haymarket - Green Line - Copley & West,green,2016
70204,0,Riverside,904.372488408037,Haymarket,Haymarket - Green Line - Copley & West,green,2016
70205,1,Government Center,330.37070254110614,North Station,North Station - Green Line - Lechmere & North,green,2016
70205,1,Lechmere,336.47813111250025,North Station,North Station - Green Line - Lechmere & North,green,2016
70205,1,North Station,307.83288189677563,North Station,North Station - Green Line - Lechmere & North,green,2016
70205,1,Park St,332.86912065439674,North Station,North Station - Green Line - Lechmere & North,green,2016
