stop_name,line,year,headway_time_sec,x,y
Tappan Street,green,2020,569.2893333832253,179,310
Tappan Street,green,2021,489.48650553649975,179,310
Tappan Street,green,2022,440.9079356367756,179,310
Tufts Medical Center,orange,2016,512.1044183558471,444,327
Tufts Medical Center,orange,2017,512.2172754185942,444,327
Tufts Medical Center,orange,2018,527.8796486593947,444,327
Tufts Medical Center,orange,2019,516.7685602282772,444,327
Tufts Medical Center,orange,2020,530.9629667550457,444,327
Tufts Medical Center,orange,2021,566.4489107199709,444,327
Tufts Medical Center,orange,2022,581.1891283832279,444,327
Valley Road,red,2017,477.7914720250326,473,554
Valley Road,red,2018,650.2710729680861,473,554
Valley Road,red,2019,551.8271672162613,473,554
Valley Road,red,2020,571.171338029974,473,554
Valley Road,red,2021,550.2437182954043,473,554
Valley Road,red,2022,583.3848904971244,473,554
Waban,green,2016,419.3580758695315,196,390
Waban,green,2017,468.0478675612958,196,390
Waban,green,2018,464.2101182824412,196,390
Waban,green,2019,503.6486781880311,196,390
Waban,green,2020,531.3965951562742,196,390
Waban,green,2021,524.7051443760288,196,390
Waban,green,2022,574.8625210567302,196,390
Warren Street,green,2016,404.4257102527928,182,208
Warren Street,green,2017,443.1420971582684,182,208
Warren Street,green,2018,452.1599610505216,182,208
Warren Street,green,2019,553.422906546689,182,208
Warren Street,green,2020,434.21182458839024,182,208
Warren Street,green,2021,642.5218703863844,182,208
Warren Street,green,2022,553.8414088806203,182,208
Washington Square,green,2016,830.454295940506,190,300
Washington Square,green,2017,460.5219410597144,190,300
Washington Square,green,2018,332.5360725040008,190,300
Washington Square,green,2019,597.889781500459,190,300
Washington Square,green,2020,569.5400054690984,190,300
Washington Square,green,2021,556.6166235047231,190,300
Washington Square,green,2022,473.5153353012829,190,300
Washington Street,green,2016,342.4389135179285,174,218
Washington Street,green,2017,525.2775504540876,174,218
Washington Street,green,2018,528.286426522497,174,218
Washington Street,green,2019,601.0763778885643,174,218
Washington Street,green,2020,490.6104824531965,174,218
Washington Street,green,2021,445.4608421751415,174,218
Washington Street,green,2022,551.2983571640607,174,218
Wellington,orange,2016,507.1668856328685,526,57
Wellington,orange,2017,509.1313855531638,526,57
Wellington,orange,2018,525.0653970057381,526,57
Wellington,orange,2019,523.307521415255,526,57
Wellington,orange,2020,537.4073184362808,526,57
Wellington,orange,2021,549.005453736854,526,57
Wellington,orange,2022,591.0920950146781,526,57
Wollaston,red,2016,681.5774221328585,617,513
Wollaston,red,2017,677.2301752046328,617,513
Wollaston,red,2018,760.062425617841,617,513
Wollaston,red,2019,681.2869545230772,617,513
Wollaston,red,2020,718.6755887627127,617,513
Wollaston,red,2021,746.7065816065249,617,513
Wollaston,red,2022,826.5446829051593,617,513
Wonderland,blue,2016,448.8358321852122,718,45
Wonderland,blue,2017,429.3378617838157,718,45
Wonderland,blue,2018,565.4716169531488,718,45
Wonderland,blue,2019,418.10571235620137,718,45
Wonderland,blue,2020,574.485202203131,718,45
Wonderland,blue,2021,603.1452614776,718,45
Wonderland,blue,2022,579.7607079181961,718,45
Wood Island,blue,2016,441.27208421055707,623,141
Wood Island,blue,2017,423.0093749141335,623,141
Wood Island,blue,2018,427.4799992370997,623,141
Wood Island,blue,2019,419.773290239327,623,141
Wood Island,blue,2020,464.1557762411205,623,141
Wood Island,blue,2021,460.6350679524813,623,141
Wood Island,blue,2022,493.6059782191672,623,141
Woodland,green,2016,400.2988860879008,185,400
Woodland,green,2017,414.3748365509165,185,400
Woodland,green,2018,486.855690571134,185,400
Woodland,green,2019,551.334526602516,185,400
Woodland,green,2020,532.512537484507,185,400
Woodland,green,2021,526.2685371530912,185,400
Woodland,green,2022,591.5430915203499,185,400
